0,it's not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster-boy lil' bow wow .
0,"peralta's mythmaking could have used some informed , adult hindsight ."
0,amazingly dopey .
0,a close-to-solid espionage thriller with the misfortune of being released a few decades too late .
0,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .
0,the good girl is a film in which the talent is undeniable but the results are underwhelming .
0,just a collection of this and that -- whatever fills time -- with no unified whole .
0,"the animation and game phenomenon that peaked about three years ago is actually dying a slow death , if the poor quality of pokemon 4 ever is any indication ."
0,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley's flopping dolphin-gasm .
0,"kids who are into this thornberry stuff will probably be in wedgie heaven . anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning ."
0,mr . soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious .
0,"do you say "" hi "" to your lover when you wake up in the morning ?"
0,it makes me feel weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens
0,"director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks ."
0,banal and predictable .
0,"'yes , that's right : it's forrest gump , angel of death . '"
0,"a wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching ."
0,"while easier to sit through than most of jaglom's self-conscious and gratingly irritating films , it's still tainted by cliches , painful improbability and murky points ."
0,"about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces . . . positively dreadful ."
0,a generic international version of a typical american horror film .
0," . . . while certainly clever in spots , this too-long , spoofy update of shakespeare's macbeth doesn't sustain a high enough level of invention ."
0,crikey indeed .
0,"lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s ."
0,"there's a lot of good material here , but there's also a lot of redundancy and unsuccessful crudeness accompanying it ."
0,absurdities and clichés accumulate like lint in a fat man's navel .
0,"if you think it's a riot to see rob schneider in a young woman's clothes , then you'll enjoy the hot chick ."
0,the sheer dumbness of the plot ( other than its one good idea ) and the movie's inescapable air of sleaziness get you down .
0,strangely comes off as a kingdom more mild than wild .
0,the next big thing's not-so-big ( and not-so-hot ) directorial debut .
0,"yet another iteration of what's become one of the movies' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally "" superior "" friends , family . . ."
0,bond-inspired ? certainly . likely to have decades of life as a classic movie franchise ? let's hope not .
0,this flat run at a hip-hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines .
0,"davis has energy , but she doesn't bother to make her heroine's book sound convincing , the gender-war ideas original , or the comic scenes fly ."
0,"surprisingly , considering that baird is a former film editor , the movie is rather choppy ."
0,"none of this is very original , and it isn't particularly funny ."
0, . . . a bland murder-on-campus yawner .
0,a humorless journey into a philosophical void .
0,these two are generating about as much chemistry as an iraqi factory poised to receive a un inspector .
0,"responsável direto pelo fracasso 'artístico' de doce lar , o roteirista c . jay cox não consegue sequer aproveitar os pouquíssimos momentos em que escapa da mediocridade ."
0,"just as the lousy tarantino imitations have subsided , here comes the first lousy guy ritchie imitation ."
0,"a passable romantic comedy , in need of another couple of passes through the word processor ."
0,"the movie attempts to mine laughs from a genre -- the gangster/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches isn't exactly endearing ."
0,"shows holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that's scarcely a surprise by the time it arrives ."
0,"in the book-on-tape market , the film of "" the kid stays in the picture "" would be an abridged edition"
0,"ultimately . . . the movie is too heady for children , and too preachy for adults ."
0,it's just a little too self-satisfied .
0,clever but not especially compelling .
0,"mckay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service ."
0,"a piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable ."
0,labute was more fun when his characters were torturing each other psychologically and talking about their genitals in public .
0,the movie weighs no more than a glass of flat champagne .
0,brisk hack job .
0,the problem with antwone fisher is that it has a screenplay written by antwone fisher based on the book by antwone fisher .
0,alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .
0,…the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .
0,what little grace [rifkin's] tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .
0,tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel .
0,"unfortunately , kapur modernizes a . e . w . mason's story to suit the sensibilities of a young american , a decision that plucks "" the four feathers "" bare ."
0, . . . what a banal bore the preachy circuit turns out to be
0,"falsehoods pile up , undermining the movie's reality and stifling its creator's comic voice ."
0,a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences .
0,one of the most incoherent features in recent memory .
0,low rent from frame one .
0,eight legged freaks ? no big hairy deal .
0,"the issues are presented in such a lousy way , complete with some of the year's ( unintentionally ) funniest moments , that it's impossible to care ."
0,laggard drama wending its way to an uninspired philosophical epiphany .
0,the respective charms of sandra bullock and hugh grant have worn threadbare .
0,'this movie sucks . '
0,"none of this so-called satire has any sting to it , as if woody is afraid of biting the hand that has finally , to some extent , warmed up to him ."
0, . . . bibbidy-bobbidi-bland .
0,"a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics aren't likely to enter the theater ."
0,"bad in such a bizarre way that it's almost worth seeing , if only to witness the crazy confluence of purpose and taste ."
0,there's more repetition than creativity throughout the movie .
0,hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are .
0,"although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks ."
0,"i've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama ."
0,what we get . . . is caddyshack crossed with the loyal order of raccoons .
0,"the jokes are flat , and the action looks fake ."
0,"when a movie asks you to feel sorry for mick jagger's sex life , it already has one strike against it ."
0,there are now two signs that m . night shyamalan's debut feature sucked up all he has to give to the mystic genres of cinema : unbreakable and signs .
0, . . . hokey art house pretension .
0, . . . a weak and ineffective ghost story without a conclusion or pay off .
0,gussied up with so many distracting special effects and visual party tricks that it's not clear whether we're supposed to shriek or laugh .
0,"plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo ."
0,this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .
0,"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you're going to alter the bard's ending , you'd better have a good alternative ."
0,"soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable ."
0,the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film .
0,"silly stuff , all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another ."
0,there is so much plodding sensitivity .
0,"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial ."
0, . . . too sappy for its own good .
0,"circuit queens won't learn a thing , they'll be too busy cursing the film's strategically placed white sheets ."
0,"as an actress , madonna is one helluva singer . as the mediterranean sparkles , 'swept away' sinks ."
0,"every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy . half past dead is just such an achievement ."
0,"expanded to 65 minutes for theatrical release , it still feels somewhat unfinished ."
0,it all looks and plays like a $40 million version of a game you're more likely to enjoy on a computer .
0,"[javier bardem is] one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama ."
0,"feels shrill , simple and soapy ."
0,"adults , other than the parents . . . will be hard pressed to succumb to the call of the wild ."
0,brady achieves the remarkable feat of squandering a topnotch foursome of actors . . . by shoving them into every clichéd white-trash situation imaginable .
0,"in the name of an allegedly inspiring and easily marketable flick , the emperor's club turns a blind eye to the very history it pretends to teach ."
0,no amount of blood and disintegrating vampire cadavers can obscure this movie's lack of ideas .
0,"a direct-to-void release , heading nowhere ."
0,"typical animé , with cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names ."
0,below is well below expectations .
0,"at no point during k-19 : the widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot ."
0, . . . standard guns versus martial arts cliche with little new added .
0,empire can't make up its mind whether it wants to be a gangster flick or an art film . it doesn't work as either .
0,"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube ."
0,"possession is in the end an honorable , interesting failure . it falls far short of poetry , but it's not bad prose ."
0,jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films .
0,"there may have been a good film in "" trouble every day , "" but it is not what is on the screen ."
0,"unfortunately , carvey's rubber-face routine is no match for the insipid script he has crafted with harris goldberg ."
0,"viewed as a comedy , a romance , a fairy tale , or a drama , there's nothing remotely triumphant about this motion picture ."
0,"there's something unintentionally comic in the film's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties ."
0,"the master of disguise is funny--not "" ha ha "" funny , "" dead circus performer "" funny . and for all the wrong reasons besides ."
0,"a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking morlocks ."
0,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor ."
0,you leave feeling like you've endured a long workout without your pulse ever racing .
0,"the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter ."
0,"with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids , there's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd ."
0,it's the type of stunt the academy loves : a powerful political message stuffed into an otherwise mediocre film .
0,"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it's something else altogether -- clownish and offensive and nothing at all like real life ."
0,"so mind-numbingly awful that you hope britney won't do it one more time , as far as movies are concerned ."
0,"the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where whitaker's misfit artist is concerned ."
0,"if welles was unhappy at the prospect of the human race splitting in two , he probably wouldn't be too crazy with his great-grandson's movie splitting up in pretty much the same way ."
0,"sets animation back 30 years , musicals back 40 years and judaism back at least 50 ."
0,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car ."
0,might best be enjoyed as a daytime soaper .
0,"eventually arrives at its heart , as simple self-reflection meditation ."
0,"a showcase for both the scenic splendor of the mountains and for legendary actor michel serrault , the film is less successful on other levels ."
0,"boy oh boy , it's a howler ."
0,a few pieces of the film buzz and whir ; very little of it actually clicks . the thing just never gets off the ground .
0, . . . contains very few laughs and even less surprises .
0,the actors must indeed be good to recite some of this laughable dialogue with a straight face .
0,"most of the storylines feel like time fillers between surf shots . the movie isn't horrible , but you can see mediocre cresting on the next wave ."
0,"however stale the material , lawrence's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny ."
0,there's nothing remotely topical or sexy here .
0,"the tuxedo wasn't just bad ; it was , as my friend david cross would call it , 'hungry-man portions of bad' ."
0,blue crush is so prolonged and boring it isn't even close to being the barn-burningly bad movie it promised it would be .
0,the sequel plays out like a flimsy excuse to give blade fans another look at wesley snipes' iconic hero doing battle with dozens of bad guys -- at once .
0,"while van wilder may not be the worst national lampoon film , it's far from being this generation's animal house ."
0,so devoid of pleasure or sensuality that it cannot even be dubbed hedonistic .
0,reeks of rot and hack work from start to finish .
0,an exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .
0,woody allen has really found his groove these days . the problem is that it is one that allows him to churn out one mediocre movie after another .
0,"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is ."
0,it's such a mechanical endeavor [that] it never bothers to question why somebody might devote time to see it .
0,"the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack ."
0," if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish ."
0,"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a"
0,a seriously bad film with seriously warped logic by writer-director kurt wimmer at the screenplay level .
0,"a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole ."
0,"its plot and animation offer daytime tv serviceability , but little more ."
0,"a tired , unimaginative and derivative variation of that already-shallow genre ."
0,"human nature , in short , isn't nearly as funny as it thinks it is ; neither is it as smart ."
0,a film with a great premise but only a great premise .
0,instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .
0,"kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins , but it's close . )"
0,a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .
0,"what started out as a taut contest of wills between bacon and theron , deteriorates into a protracted and borderline silly chase sequence ."
0,[sam's] self-flagellation is more depressing than entertaining .
0,"an ugly , pointless , stupid movie ."
0,"simply put , there should have been a more compelling excuse to pair susan sarandon and goldie hawn ."
0,the master of disguise represents adam sandler's latest attempt to dumb down the universe .
0,"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be ."
0,too silly to take seriously .
0,obvious
0,"the inevitable double- and triple-crosses arise , but the only drama is in waiting to hear how john malkovich's reedy consigliere will pronounce his next line ."
0,"everything's serious , poetic , earnest and -- sadly -- dull ."
0,"i like it . no , i hate it . no , i love it . . . hell , i dunno ."
0,this mess of a movie is nothing short of a travesty of a transvestite comedy .
0,"it's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long ."
0,a fifty car pileup of cliches .
0,"it's a stale , overused cocktail using the same olives since 1962 as garnish . not only is entry number twenty the worst of the brosnan bunch , it's one of the worst of the entire franchise ."
0,what ultimately makes windtalkers a disappointment is the superficial way it deals with its story .
0,"as an actor's showcase , hart's war has much to recommend it , even if the top-billed willis is not the most impressive player . as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired ."
0,"a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine ."
0,"it's not hateful . it's simply stupid , irrelevant and deeply , truly , bottomlessly cynical ."
0,possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another .
0,"the drama was so uninspiring that even a story immersed in love , lust , and sin couldn't keep my attention ."
0,a rather tired exercise in nostalgia .
0,"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten ."
0,"some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments ."
0,"bad company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who aren't looking for them ."
0,predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .
0,"a markedly inactive film , city is conversational bordering on confessional ."
0,"while kids will probably eat the whole thing up , most adults will be way ahead of the plot ."
0,its one-sidedness . . . flirts with propaganda .
0,"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy ."
0,we've liked klein's other work but rollerball left us cold .
0,"they were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they'd earn . they were right ."
0,"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction ."
0,"offers no new insight on the matter , nor do its characters exactly spring to life ."
0,"nohe has made a decent 'intro' documentary , but he feels like a spectator and not a participant ."
0,"apparently designed as a reverie about memory and regret , but the only thing you'll regret is remembering the experience of sitting through it ."
0,"a 94-minute travesty of unparalleled proportions , writer-director parker seems to go out of his way to turn the legendary wit's classic mistaken identity farce into brutally labored and unfunny hokum ."
0,"guy gets girl , guy loses girl , audience falls asleep ."
0,"too ordinary to restore [harmon] to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience ."
0,stirs potentially enticing ingredients into an uneasy blend of ghost and close encounters of the third kind .
0,"the weird thing about the santa clause 2 , purportedly a children's movie , is that there is nothing in it to engage children emotionally ."
0,it's pretentious in a way that verges on the amateurish .
0,"contains the humor , characterization , poignancy , and intelligence of a bad sitcom ."
0,it doesn't matter that the film is less than 90 minutes . it still feels like a prison stretch .
0,"partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless ."
0,"ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism ."
0,"the overall feel is not unlike watching a glorified episode of "" 7th heaven . """
0,just a kiss is a just a waste .
0, . . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .
0,"frankly , it's kind of insulting , both to men and women . and it's not that funny -- which is just generally insulting ."
0,"as if drop dead gorgeous wasn't enough , this equally derisive clunker is fixated on the spectacle of small-town competition ."
0,a wretched movie that reduces the second world war to one man's quest to find an old flame .
0,"this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie ."
0,"it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades ."
0,"no dia em que aceitou dirigir esta continuação , harold ramis deve ter saído da cama com o pé esquerdo . e aqueles que decidiram assistir a este filme também ."
0,there's a reason why halftime is only fifteen minutes long .
0,the talk-heavy film plays like one of robert altman's lesser works .
0,as happily glib and vicious as its characters .
0,one of those films that started with a great premise and then just fell apart .
0, . . . a pretentious mess . . .
0,"no better or worse than 'truth or consequences , n . m . ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater ."
0,"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set ."
0,[macdowell] ventures beyond her abilities several times here and reveals how bad an actress she is .
0,"i can imagine this movie as a b&w british comedy , circa 1960 , with peter sellers , kenneth williams , et al . , but at this time , with this cast , this movie is hopeless ."
0,"talky , artificial and opaque . . . an interesting technical exercise , but a tedious picture ."
0,"kurys never shows why , of all the period's volatile romantic lives , sand and musset are worth particular attention ."
0,"almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited . and in a sense , that's a liability ."
0,it's easy to love robin tunney -- she's pretty and she can act -- but it gets harder and harder to understand her choices .
0,"if you've got a house full of tots -- don't worry , this will be on video long before they grow up and you can wait till then ."
0,the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . '
0,"has an uppity musical beat that you can dance to , but its energy can't compare to the wit , humor and snappy dialogue of the original . if i want music , i'll buy the soundtrack . if i want a real movie , i'll buy the criterion dvd ."
0,"an unremarkable , modern action/comedy buddy movie whose only nod to nostalgia is in the title ."
0,has all the right elements but completely fails to gel together .
0,writer-director stephen gaghan has made the near-fatal mistake of being what the english call 'too clever by half . '
0,"seagal ran out of movies years ago , and this is just the proof ."
0,"the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it ."
0,an awkwardly garish showcase that diverges from anything remotely probing or penetrating .
0,the name says it all . jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set .
0,"children , christian or otherwise , deserve to hear the full story of jonah's despair -- in all its agonizing , catch-22 glory -- even if they spend years trying to comprehend it ."
0,pleasant but not more than recycled jock piffle .
0, . . . the kind of movie you see because the theater has air conditioning .
0,"with zoe clarke-williams's lackluster thriller "" new best friend "" , who needs enemies ? just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills ."
0,hip-hop prison thriller of stupefying absurdity .
0,an uneven mix of dark satire and childhood awakening .
0,"aside from showing us in explicit detail how difficult it is to win over the two-drink-minimum crowd , there's little to be learned from watching 'comedian'"
0,"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie ."
0,"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged ."
0,"the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable ."
0,like a soft drink that's been sitting open too long : it's too much syrup and not enough fizz .
0,"as the movie dragged on , i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign . i have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short ."
0,"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer ."
0,"the emperor's club is one of those films that possesses all the good intentions in the world , but . . ."
0,"in the end , the weight of water comes to resemble the kind of soft-core twaddle you'd expect to see on showtime's 'red shoe diaries . '"
0,a straight-ahead thriller that never rises above superficiality .
0,glizty but formulaic and silly . . . cagney's 'top of the world' has been replaced by the bottom of the barrel .
0,"the re- enactments , however fascinating they may be as history , are too crude to serve the work especially well ."
0,eisenstein lacks considerable brio for a film about one of cinema's directorial giants .
0,"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?"
0,"once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours ."
0,serving sara is little more than a mall movie designed to kill time .
0,"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot ."
0,a well-made but emotionally scattered film whose hero gives his heart only to the dog .
0,the most repugnant adaptation of a classic text since roland joffé and demi moore's the scarlet letter .
0,the isolated moments of creative insanity finally are lost in the thin soup of canned humor .
0,"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling ."
0,the adventures of pluto nash is a whole lot of nada .
0,a really good premise is frittered away in middle-of-the-road blandness .
0,lawrence should stick to his day job . he's a better actor than a standup comedian .
0,"despite the fact that this film wasn't as bad as i thought it was going to be , it's still not a good movie"
0,a well made indieflick in need of some trims and a more chemistry between its stars .
0,"i never thought i'd say this , but i'd much rather watch teens poking their genitals into fruit pies !"
0,"a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy ."
0,tiresomely derivative and hammily acted .
0,"we never truly come to care about the main characters and whether or not they'll wind up together , and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest ."
0,"the plot grows thin soon , and you find yourself praying for a quick resolution ."
0,too bad maggio couldn't come up with a better script .
0,much of the cast is stiff or just plain bad .
0,rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories .
0,"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience ."
0,"witless , pointless , tasteless and idiotic ."
0,"not really a thriller so much as a movie for teens to laugh , groan and hiss at ."
0,as plain and pedestrian as catsup--
0,an improvement on the feeble examples of big-screen poke-mania that have preceded it .
0,"i know we're not supposed to take it seriously , but i can't shake the thought that undercover brother missed an opportunity to strongly present some profound social commentary ."
0,your stomach for heaven depends largely on your appetite for canned corn .
0,a picture as erratic as its central character .
0,"whatever satire lucky break was aiming for , it certainly got lost in the "" soon-to-be-forgettable "" section of the quirky rip-off prison romp pile . it's petty thievery like this that puts flimsy flicks like this behind bars"
0,the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic .
0,"guys say mean things and shoot a lot of bullets . some of the characters die and others don't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares ."
0,wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime .
0,just another combination of bad animation and mindless violence . . . lacking the slightest bit of wit or charm .
0,all the movie's narrative gymnastics can't disguise the fact that it's inauthentic at its core and that its story just isn't worth telling .
0,"much like its easily dismissive take on the upscale lifestyle , there isn't much there here ."
0,the film ultimately offers nothing more than people in an urban jungle needing other people to survive . . .
0,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs . spy film the sum of all fears , starring ben affleck , seem downright hitchcockian ."
0,"this mild-mannered farce , directed by one of its writers , john c . walsh , is corny in a way that bespeaks an expiration date passed a long time ago ."
0,[a] rather thinly-conceived movie .
0,a bit too eager to please .
0,you'd be hard put to find a movie character more unattractive or odorous [than leon] .
0,kapur's contradictory feelings about his material result in a movie that works against itself .
0," "" the road paved with good intentions leads to the video store """
0,animated drivel meant to enhance the self-image of drooling idiots .
0,so-so entertainment .
0,one scene after another in this supposedly funny movie falls to the floor with a sickening thud .
0,'the château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . '
0,"meyjes focuses too much on max when he should be filling the screen with this tortured , dull artist and monster-in-the- making ."
0,"jacobi , the most fluent of actors , is given relatively dry material from nijinsky's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive ."
0,"crudup's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families ."
0,"there is one surefire way to get a nomination for a best-foreign-film oscar : make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture ."
0,"despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make j . k . rowling's marvelous series into a deadly bore ."
0,an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .
0,the only thing i laughed at were the people who paid to see it .
0,"all of the elements are in place for a great film noir , but director george hickenlooper's approach to the material is too upbeat ."
0,the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .
0,"the phone rings and a voice tells you you've got seven days left to live . then you get another phone call warning you that if the video isn't back at blockbuster before midnight , you're going to face frightening late fees . o . k . , not really ."
0,possibly the most irresponsible picture ever released by a major film studio .
0,the film's overall mood and focus is interesting but constantly unfulfilling .
0," . . . a cheap , ludicrous attempt at serious horror ."
0,those of you who are not an eighth grade girl will most likely doze off during this one .
0,punitively affirmational parable .
0,befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject
0,"from beginning to end , this overheated melodrama plays like a student film ."
0,the movie would seem less of a trifle if ms . sugarman followed through on her defiance of the saccharine .
0,it's just not very smart .
0,"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions ."
0,"imagine ( if possible ) a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching o fantasma ."
0,"in trying to be daring and original , it comes off as only occasionally satirical and never fresh ."
0,"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping ."
0,"sadly , though many of the actors throw off a spark or two when they first appear , they can't generate enough heat in this cold vacuum of a comedy to start a reaction ."
0,never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .
0,"after a while , hoffman's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial ."
0,"this wretchedly unfunny wannabe comedy is inane and awful - no doubt , it's the worst movie i've seen this summer ."
0,it's drab . it's uninteresting . it squanders chan's uniqueness ; it could even be said to squander jennifer love hewitt !
0,the movie keeps coming back to the achingly unfunny phonce and his several silly subplots .
0,"this tale has been told and retold ; the races and rackets change , but the song remains the same ."
0,"a surprisingly flat retread , hobbled by half-baked setups and sluggish pacing ."
0,forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this won't seem like such a bore .
0,a film that should be relegated to a dark video store corner is somehow making its way instead to theaters . it's hard to imagine acting that could be any flatter .
0,new ways of describing badness need to be invented to describe exactly how bad it is .
0,"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings ."
0,"when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game ."
0,i suspect that there are more interesting ways of dealing with the subject .
0,decent but dull .
0,the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .
0,an unintentional parody of every teen movie made in the last five years .
0,"only for young children , if them . their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes ."
0,"for all its violence , the movie is remarkably dull with only caine making much of an impression ."
